
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		100,		50	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		100,		50	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		50	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		50	// Sellvalue -1 means it can not be selled
	<Category> Windstride's
		Blue_Leggings, *, 650, 100
		Latex_Leggings, *, 650, 200
		Adidas_Leggings, *, 650, 200
		Red_Leggings, *, 650, 200
		Purple_Leggings, *, 650, 200
		Latex_White_Leggings, *, 650, 200
		PMK_5A_Gas_Mask, *, 650, 200
		Poncho_Red_Checkered, *, 650, 200
		Poncho_Blue_Checkered, *, 650, 200
		Poncho_Yellow_Checkered, *, 650, 200
		Poncho_Brown, *, 650, 200
		Poncho_Green, *, 650, 200
		Poncho_White, *, 650, 200
		Poncho_Red, *, 650, 200
		Poncho_Black, *, 650, 200
		Poncho_BlackAndWhite, *, 650, 200
		Poncho_BlackAndWhite2, *, 650, 200
		Fingerless_Gloves, *, 650, 200
		Fingerless_Gloves_Brown, *, 650, 200
		Fingerless_Gloves_Wool, *, 650, 200
		Fingerless_Gloves_Wool_Grey, *, 650, 200
		Military_Sweater, *, 650, 200
		Military_Sweater_Red, *, 650, 200
		Military_Sweater_Blue, *, 650, 200
		Military_Sweater_Green, *, 650, 200
		Military_Sweater_Black, *, 650, 200
		Military_Sweater_White, *, 650, 200
		High_Knee_Sneakers, *, 650, 200
		High_Knee_Sneakers_Black, *, 650, 200
		Shemagh_Brown, *, 650, 200
		Shemagh_Green, *, 650, 200
		Shemagh_Red, *, 650, 200
		Shemagh_White, *, 650, 200
		Layered_Shirt_Base, *, 650, 200
		Layered_Shirt_White, *, 650, 200
		Layered_Shirt_Cheburashka, *, 650, 200
		Layered_Shirt_Courage, *, 650, 200
		Layered_Shirt_Lily, *, 650, 200
		Canvas_Backpack_Base, *, 650, 200
		Canvas_Backpack_Black, *, 650, 200
		Canvas_Backpack_White, *, 650, 200
		Canvas_Backpack_Red, *, 650, 200
		Canvas_Backpack_Blue, *, 650, 200
		Canvas_Backpack_Purple, *, 650, 200
		Golden_Winged_Pin, *, 650, 200
		Button_Pin_Radioactive, *, 650, 200
		Button_Pin_Daisy, *, 650, 200
		Sheriff_Badge, *, 650, 200
		Ragged_Eyepatch, *, 650, 200
		Kneepads_Jeans_Base, *, 650, 200
		Kneepads_Jeans_Black, *, 650, 200
		Winter_Parka_Base, *, 650, 200
		Winter_Parka_White, *, 650, 200
		Winter_Parka_Green, *, 650, 200
		Medium_Sleeves_Shirt, *, 650, 200
		Medium_Sleeves_Shirt_Red, *, 650, 200
		Medium_Sleeves_Shirt_Blue, *, 650, 200
		FlipFlops_Colorbase, *, 650, 200
		HumanSkull, *, 650, 200
		SkullMask, *, 650, 200
		Slouch_Hat_Brown, *, 650, 200	

	<Category> Donation Gear	
	    Will_Vest,                                                                                   	*,      2000,     50
        Will_Pouches,                                                                        	     	*,      400,     50
        Will_Pants,                                                                       	            *,      400,     50
        Will_Shirt,                                                                        	            *,      400,     50
        Will_M70,                                                                        	            *,      5500,     1000
        Will_M4A1,                                                                        	            *,      5000,     1000		
		!,                                                                                   	*,      -1,     -1
        Cougar_Patch,                                                                       	        *,      50,     25
        Cougar_Rucksack,                                                                       	        *,      100,     50		
        Cougar_Jacket,                                                                       	        *,      100,     50
        cougar_Vest,                                                                       	            *,      100,     50
        Cougar_CombatPants,                                                                       	    *,      100,     50	
        Cougar_Helmet,                                                                       	        *,      1000,     500	
        Cougar_M4A1,                                                                       	            *,      5000,     1000
		Cougar_Flag,                                                                       	            *,      10000,    500
		Cougar_MVSheavy,                                                                       	        *,      5000,    2500
        Cougar_AdminPouch,                                                                              *,      100,     50
        Cougar_UtiliityPouch,                                                             	            *,      100,     50	
        Cougar_MedicalPouch,                                                               	            *,      100,     50	
        Cougar_HeavyPouch,                                                                 	            *,      200,     100
        Cougar_Pack,                                                                       	            *,      100,     50		
		!,                                                                                   	*,      -1,     -1
        Bulb_Vest,                                                                       	            *,      2000,     50
        Bulb_Jacket,                                                                       	            *,      400,     50
        Bulb_Pants,                                                                       	            *,      400,     50	
        Bulb_Mosin,                                                                       	            *,      6000,     1250	
        Bulb_M4A1,                                                                       	            *,      5000,     1000
		!,                                                                                   	*,      -1,     -1
        Ghost_Shirt,                                                                       	            *,      400,     50
        Ghost_Hat,                                                                       	            *,      400,     50
        Ghost_Pants,                                                                       	            *,      400,     50	
        Ghost_Patch,                                                                       	            *,      400,     50
        Ghost_BaseballCap,                                                                       	    *,      400,     50
        Ghost_Flag,                                                                       	            *,      1000,    500 		
        Ghost_Patch2,                                                                       	        *,      500,     250
		!,                                                                                   	*,      -1,     -1
        Josh_Pants,                                                                       	            *,      400,     50
        Josh_Vest,                                                                       	            *,      2000,     50
        Josh_Top,                                                                       	            *,      400,     50	
		!,                                                                                   	*,      -1,     -1
        Thor_Flag,                                                                       	            *,      10000,     50
        Thor_Patch,                                                                       	            *,      400,     50
        Thor_Top,                                                                       	            *,      400,     50			
		!,                                                                                   	*,      -1,     -1
		fhoh_bottom,                                                                       	            *,      400,     50	
		fhoh_top,                                                                       	            *,      400,     50	
		fhoh_carrier,                                                                       	        *,      5000,    50
		fhoh_balaclava,                                                                       	            *,      400,     50		
		!,                                                                                   	*,      -1,     -1
		john_carrier,                                                                      	            *,      5000,     1000	
		!,                                                                                   	*,      -1,     -1
		Breaking_Amazement_Armband,                                                                        	            *,      250,     50		
	
	
<Trader> Vehicles Trader

	<Category> Vehicles
				CARS DO NOT COME WITH A KEY! YOU HAVE TO BUY A KEY AND ASSIGN IT, 				*, 	-1,	-1
				!, 				*, 	-1,	-1						
				!, 				*, 	-1,	-1						
						MCK_CarKey_Base, 				*, 	2500,	-1
				!, 				*, 	-1,	-1
				!, 				*, 	-1,	-1
	
	<Category> Tahoe
		CrSk_Chevrolet_Tahoe_08,                                            VNK,			50000,			35000
		CrSk_Chevrolet_Tahoe_08_Police,                                     VNK,			50000,			35000
	
	<Category> Bronco
		CrSk_Ford_Bronco_Offroad_86,                                        VNK,			45000,			30000
	
	<Category> GTR
		CrSk_Nissan_Skyline_GTR_BNR34,                                      VNK,			60000,			40000
	
	<Category> AMC
		GGlaw_AMC,                                                          VNK,			40000,			30000
		GGlaw_AMC_black,                                                    VNK,			40000,			30000
		GGlaw_AMC_pink,                                                     VNK,			40000,			30000
		GGlaw_AMC_green,                                                    VNK,			40000,			30000
	
	<Category> F150
		gglaw_f150Psycho,                                                   VNK,			45000,			35000
		gglaw_f150Psycho_black,                                             VNK,			45000,			35000
		gglaw_f150Psycho_pink,                                              VNK,			45000,			35000
		gglaw_f150Psycho_green,                                             VNK,			45000,			35000
	
	<Category> BMW
		GGlaw_BMWm4,             											VNK,			50000,			40000
		GGlaw_BMWm4_black,             										VNK,			50000,			40000
		GGlaw_BMWm4_pink,             										VNK,			50000,			40000
	
	<Category> Charger
		GGlaw_Charger,                                                      VNK,			50000,			30000
	
	<Category> RaptorF150
		gglaw_RaptorXf150,                                                  VNK,			45000,			30000
		gglaw_RaptorXf150_black,                                            VNK,			45000,			30000
		gglaw_RaptorXf150_pink,                                             VNK,			45000,			30000
		gglaw_RaptorXf150_green,                                            VNK,			45000,			30000
	
	<Category> Supra
		gglaw_Supra,                                                        VNK,			60000,			40000
		gglaw_Supra_black,                                                  VNK,			60000,			40000
		gglaw_Supra_pink,                                                   VNK,			60000,			40000
		gglaw_Supra_green,                                                  VNK,			60000,			40000
	
	<Category> Camper
		gglaw_CamperRV,		                                                VNK,			35000,			25000
		gglaw_CmpF100,                                                      VNK,			35000,			25000
		gglaw_CmpF100_black,                                                VNK,			35000,			25000
		gglaw_CmpF100_green,                                                VNK,			35000,			25000
		gglaw_CmpF100_pink,                                                 VNK,			35000,			25000
	
	<Category> Humvee
		gglaw_humvee_black,													VNK, 			55000, 			45000
		gglaw_humvee,														VNK, 			55000, 			45000
		gglaw_humvee_pink,													VNK, 			55000, 			45000
		gglaw_humvee_green,													VNK, 			55000, 			45000
	
	<Category> MRAP
		gglaw_MRAP,															VNK,			55000, 			45000
		gglaw_MRAP_pink,													VNK,			55000, 			45000
		gglaw_MRAP_black,													VNK,			55000, 			45000
		gglaw_MRAP_green,													VNK,			55000, 			45000
	
	<Category> Wrangler
		gglaw_Wrangler,														VNK,			35000,			25000
	
	<Category> BTR
		GAZBTR,																VNK,			55000, 			35000
	
	<Category> UZA
		UZA5131,															VNK,			45000,			35000
	
	<Category> 240
		ClassicCoupe_Beige,													VNK,			35000,			15000
		ClassicCoupe_Black_Stripe,											VNK,			35000,			15000
		ClassicCoupe_Blue,													VNK,			35000,			15000
		ClassicCoupe_BlueDark,												VNK,			35000,			15000
		ClassicCoupe_Blue_Stripe,											VNK,			35000,			15000
		ClassicCoupe_Gray,													VNK,			35000,			15000
		ClassicCoupe_Green,													VNK,			35000,			15000
	
	<Category> Rover
		Rover,																VNK,			35000, 			15000
	
	<Category> Kraz
		Kraz6322,															VNK,			35000, 			15000
		Kraz6322_Camo,														VNK,			35000, 			15000
		Kraz6322_Desert,													VNK,			35000, 			15000
	
	<Category> Porsche
		PorscheRWB993,														VNK,			65000, 			45000
		PorscheRWB993_Black,												VNK,			65000, 			45000
		PorscheRWB993_Blue,													VNK,			65000, 			45000
		PorscheRWB993_Red,													VNK,			65000, 			45000
		PorscheRWB993_SparklingPurple,										VNK,			65000, 			45000
		PorscheRWB993_White,												VNK,			65000, 			45000
	
	<Category> Mustang
		GGlaw_MustangBoss,													VNK,			60000,			30000
		GGlaw_MustangPsycho,                                                VNK,			60000,			30000
		GGlaw_MustangPsycho_black,                                          VNK,			60000,			30000
		GGlaw_MustangPsycho_pink,                                           VNK,			60000,			30000
		GGlaw_MustangPsycho_green,                                          VNK,			60000,			30000
	
	<Category> Mercedes
		ggsquad_mercedes,													VNK,			60000,			30000

	<Category> Vanilla Cars
		OffroadHatchback_Blue,			VNK,		20000,		7500
		OffroadHatchback_White,			VNK,		20000,		7500
		Hatchback_02,					VNK,		20000,		7500
		Hatchback_02_Blue,				VNK,		20000,		7500
		Hatchback_02_Black,				VNK,		20000,		7500
		Sedan_02,						VNK,		20000,		7500
		Sedan_02_Red,					VNK,		20000,		7500
		Sedan_02_Grey,					VNK,		20000,		7500
		CivilianSedan,					VNK,		20000,		7500
		CivilianSedan_Wine,				VNK,		20000,		7500
		CivilianSedan_Black,			VNK,		20000,		7500
		Truck_01_Covered,				VNK,		30000,		10000
        Truck_01_Covered_Blue,			VNK,		30000,		10000
        Truck_01_Covered_Orange,		VNK,		30000,		10000

	<Category> Key Tags
		MCK_CarKeyTag_Base, 			*, 	500, 	-1
		MCK_CarKeyTag_OlgaBlack, 		*, 	500, 	-1
		MCK_CarKeyTag_OlgaWhite, 		*, 	500, 	-1
		MCK_CarKeyTag_OlgaWine, 		*, 	500, 	-1
		MCK_CarKeyTag_AdaBlue, 			*, 	500, 	-1
		MCK_CarKeyTag_AdaWhite, 		*, 	500, 	-1
		MCK_CarKeyTag_AdaGreen, 		*, 	500, 	-1
		MCK_CarKeyTag_GunterBlue, 		*, 	500, 	-1
		MCK_CarKeyTag_GunterBlack, 		*, 	500, 	-1
		MCK_CarKeyTag_GunterRed, 		*, 	500, 	-1
		MCK_CarKeyTag_SarkaGrey, 		*, 	500, 	-1
		MCK_CarKeyTag_SarkaRed, 		*, 	500, 	-1
		MCK_CarKeyTag_SarkaYellow, 		*, 	500, 	-1
		MCK_CarKeyTag_Black, 			*, 	500, 	-1
		MCK_CarKeyTag_Blue, 			*, 	500, 	-1
		MCK_CarKeyTag_Green, 			*, 	500, 	-1
		MCK_CarKeyTag_Grey, 			*, 	500, 	-1
		MCK_CarKeyTag_Red, 				*, 	500, 	-1
		MCK_CarKeyTag_White, 			*, 	500, 	-1
		MCK_CarKeyTag_Yellow, 			*, 	500, 	-1

	<Category> Vehicle Parts Vanilla
		HeadlightH7_Box,					*,		30,		15
		SparkPlug,							*,		60,		40
		CarBattery,							*,		100,	50
		TruckBattery,						*,		180,	100
		CarRadiator,						*,		200,	100
		TireRepairKit,						*,		220,	100
		HatchbackHood,						*,		300,	100
		HatchbackHood_Blue,					*,		300,	100
		HatchbackHood_White,				*,		300,	100
		HatchbackHood_GreenRust,			*,		300,	100
		HatchbackHood_BlueRust,				*,		300,	100
		HatchbackHood_WhiteRust,			*,		300,	100
		HatchbackTrunk,						*,		380,	130
		HatchbackTrunk_Blue,				*,		380,	130
		HatchbackTrunk_White,				*,		380,	130
		HatchbackTrunk_GreenRust,			*,		380,	130
		HatchbackTrunk_BlueRust,			*,		380,	130
		HatchbackTrunk_WhiteRust,			*,		380,	130
		HatchbackDoors_Driver,				*,		450,	160
		HatchbackDoors_Driver_Blue,			*,		450,	160
		HatchbackDoors_Driver_White,		*,		450,	160
		HatchbackDoors_Driver_GreenRust,	*,		450,	160
		HatchbackDoors_Driver_BlueRust,		*,		450,	160
		HatchbackDoors_Driver_WhiteRust,	*,		450,	160
		HatchbackDoors_CoDriver,			*,		450,	160
		HatchbackDoors_CoDriver_Blue,		*,		450,	160
		HatchbackDoors_CoDriver_White,		*,		450,	160
		HatchbackDoors_CoDriver_GreenRust,	*,		450,	160
		HatchbackDoors_CoDriver_BlueRust,	*,		450,	160
		HatchbackDoors_CoDriver_WhiteRust,	*,		450,	160
		HatchbackWheel,						*,		500,	100
		Hatchback_02_Hood,					*,		300,	100
		Hatchback_02_Hood_Black,			*,		300,	100
		Hatchback_02_Hood_Blue,				*,		300,	100
		Hatchback_02_Hood_RedRust,			*,		300,	100
		Hatchback_02_Hood_BlackRust,		*,		300,	100
		Hatchback_02_Hood_BlueRust,			*,		300,	100
		Hatchback_02_Trunk,					*,		380,	130
		Hatchback_02_Trunk_Black,			*,		380,	130
		Hatchback_02_Trunk_Blue,			*,		380,	130
		Hatchback_02_Trunk_RedRust,			*,		380,	130
		Hatchback_02_Trunk_BlackRust,		*,		380,	130
		Hatchback_02_Trunk_BlueRust,		*,		380,	130
		Hatchback_02_Door_1_1,				*,		450,	160
		Hatchback_02_Door_1_1_Black,		*,		450,	160
		Hatchback_02_Door_1_1_Blue,			*,		450,	160
		Hatchback_02_Door_1_1_RedRust,		*,		450,	160
		Hatchback_02_Door_1_1_BlackRust,	*,		450,	160
		Hatchback_02_Door_1_1_BlueRust,		*,		450,	160
		Hatchback_02_Door_1_2,				*,		450,	160
		Hatchback_02_Door_1_2_Black,		*,		450,	160
		Hatchback_02_Door_1_2_Blue,			*,		450,	160
		Hatchback_02_Door_1_2_RedRust,		*,		450,	160
		Hatchback_02_Door_1_2_BlackRust,	*,		450,	160
		Hatchback_02_Door_1_2_BlueRust,		*,		450,	160
		Hatchback_02_Door_2_1,				*,		450,	160
		Hatchback_02_Door_2_1_Black,		*,		450,	160
		Hatchback_02_Door_2_1_Blue,			*,		450,	160
		Hatchback_02_Door_2_1_RedRust,		*,		450,	160
		Hatchback_02_Door_2_1_BlackRust,	*,		450,	160
		Hatchback_02_Door_2_1_BlueRust,		*,		450,	160
		Hatchback_02_Door_2_2,				*,		450,	160
		Hatchback_02_Door_2_2_Black,		*,		450,	160
		Hatchback_02_Door_2_2_Blue,			*,		450,	160
		Hatchback_02_Door_2_2_RedRust,		*,		450,	160
		Hatchback_02_Door_2_2_BlackRust,	*,		450,	160
		Hatchback_02_Door_2_2_BlueRust,		*,		450,	160
		Hatchback_02_Wheel,					*,		500,	100
		Sedan_02_Hood,						*,		300,	100
		Sedan_02_Hood_Red,					*,		300,	100
		Sedan_02_Hood_Grey,					*,		300,	100
		Sedan_02_Hood_YellowRust,			*,		300,	100
		Sedan_02_Hood_RedRust,				*,		300,	100
		Sedan_02_Hood_GreyRust,				*,		300,	100
		Sedan_02_Trunk,						*,		450,	150
		Sedan_02_Trunk_Red,					*,		450,	150
		Sedan_02_Trunk_Grey,				*,		450,	150
		Sedan_02_Trunk_YellowRust,			*,		450,	150
		Sedan_02_Trunk_RedRust,				*,		450,	150
		Sedan_02_Trunk_GreyRust,			*,		450,	150
		Sedan_02_Door_1_1,					*,		450,	160
		Sedan_02_Door_1_1_Red,				*,		450,	160
		Sedan_02_Door_1_1_Grey,				*,		450,	160
		Sedan_02_Door_1_1_YellowRust,		*,		450,	160
		Sedan_02_Door_1_1_RedRust,			*,		450,	160
		Sedan_02_Door_1_1_GreyRust,			*,		450,	160
		Sedan_02_Door_1_2,					*,		450,	160
		Sedan_02_Door_1_2_Red,				*,		450,	160
		Sedan_02_Door_1_2_Grey,				*,		450,	160
		Sedan_02_Door_1_2_YellowRust,		*,		450,	160
		Sedan_02_Door_1_2_RedRust,			*,		450,	160
		Sedan_02_Door_1_2_GreyRust,			*,		450,	160
		Sedan_02_Door_2_1,					*,		450,	160
		Sedan_02_Door_2_1_Red,				*,		450,	160
		Sedan_02_Door_2_1_Grey,				*,		450,	160
		Sedan_02_Door_2_1_YellowRust,		*,		450,	160
		Sedan_02_Door_2_1_RedRust,			*,		450,	160
		Sedan_02_Door_2_1_GreyRust,			*,		450,	160
		Sedan_02_Door_2_2,					*,		450,	160  
		Sedan_02_Door_2_2_Red,				*,		450,	160  
		Sedan_02_Door_2_2_Grey,				*,		450,	160  
		Sedan_02_Door_2_2_YellowRust,		*,		450,	160  
		Sedan_02_Door_2_2_RedRust,			*,		450,	160  
		Sedan_02_Door_2_2_GreyRust,			*,		450,	160  
		Sedan_02_Wheel,						*,		500,	100
		CivSedanHood,						*,		400,	140
		CivSedanHood_Wine,					*,		400,	140
		CivSedanHood_Black,					*,		400,	140
		CivSedanHood_WhiteRust,				*,		400,	140
		CivSedanHood_WineRust,				*,		400,	140
		CivSedanHood_BlackRust,				*,		400,	140
		CivSedanTrunk,						*,		450,	150
		CivSedanTrunk_Wine,					*,		450,	150
		CivSedanTrunk_Black,				*,		450,	150
		CivSedanTrunk_WhiteRust,			*,		450,	150
		CivSedanTrunk_WineRust,				*,		450,	150
		CivSedanTrunk_BlackRust,			*,		450,	150
		CivSedanDoors_Driver,				*,		500,	180
		CivSedanDoors_Driver_Wine,			*,		500,	180
		CivSedanDoors_Driver_Black,			*,		500,	180
		CivSedanDoors_Driver_WhiteRust,		*,		500,	180
		CivSedanDoors_Driver_WineRust,		*,		500,	180
		CivSedanDoors_Driver_BlackRust,		*,		500,	180
		CivSedanDoors_CoDriver,				*,		500,	180
		CivSedanDoors_CoDriver_Wine,		*,		500,	180
		CivSedanDoors_CoDriver_Black,		*,		500,	180
		CivSedanDoors_CoDriver_WhiteRust,	*,		500,	180
		CivSedanDoors_CoDriver_WineRust,	*,		500,	180
		CivSedanDoors_CoDriver_BlackRust,	*,		500,	180
		CivSedanDoors_BackLeft,				*,		500,	180
		CivSedanDoors_BackLeft_Wine,		*,		500,	180
		CivSedanDoors_BackLeft_Black,		*,		500,	180
		CivSedanDoors_BackLeft_WhiteRust,	*,		500,	180
		CivSedanDoors_BackLeft_WineRust,	*,		500,	180
		CivSedanDoors_BackLeft_BlackRust,	*,		500,	180
		CivSedanDoors_BackRight,			*,		500,	180
		CivSedanDoors_BackRight_Wine,		*,		500,	180
		CivSedanDoors_BackRight_Black,		*,		500,	180
		CivSedanDoors_BackRight_WhiteRust,	*,		500,	180
		CivSedanDoors_BackRight_WineRust,	*,		500,	180
		CivSedanDoors_BackRight_BlackRust,	*,		500,	180
		CivSedanWheel,						*,		600,	120
		Truck_01_Hood,						*,		400,	140
		Truck_01_Hood_Blue,					*,		400,	140
        Truck_01_Hood_Orange,				*,		400,	140
		Truck_01_Door_1_1,					*,		500,	180
        Truck_01_Door_1_1_Blue,				*,		500,	180
        Truck_01_Door_1_1_Orange,			*,		500,	180
        Truck_01_Door_2_1,					*,		500,	180
        Truck_01_Door_2_1_Blue,				*,		500,	180
        Truck_01_Door_2_1_Orange,			*,		500,	180
        Truck_01_Wheel,						*,		600,	120
        Truck_01_WheelDouble,				*,		1000,	200

	<Category> Vehicle Parts Psycho
		GAZBTR_Wheel,														*,		150,		50
		GAZBTR_Wheel_Offroad,												*,		150,		50
		GAZBTR_Doors_Driver,												*,		150,		50
		GAZBTR_Doors_CoDriver,												*,		150,		50
		GAZBTR_doors_Trunk,													*,		150,		50
		SlamVanPsychoWheel_offroad,                                         *,		150,		50
		SlamVanPsycho_driver_black,                                         *,		150,		50
		SlamVanPsycho_codriver_black,                                       *,		150,		50
		SlamVanPsycho_hood_black,                                           *,		150,		50
		SlamVanPsycho_trunk,                                                *,		150,		50
		SlamVanPsycho_driver_green,                                         *,		150,		50
		SlamVanPsycho_codriver_green,                                       *,		150,		50
		SlamVanPsycho_hood_green,                                           *,		150,		50
		SlamVanPsycho_driver_pink,                                          *,		150,		50
		SlamVanPsycho_codriver_pink,                                        *,		150,		50
		SlamVanPsycho_hood_pink,                                            *,		150,		50
		SlamVanPsycho_driver,                                               *,		150,		50
		SlamVanPsycho_codriver,                                             *,		150,		50
		SlamVanPsycho_hood,                                                 *,		150,		50
		LancerEvoX_koleso,                                                  *,		150,		50
		LancerEvoX_dver_1_1,                                                *,		150,		50
		LancerEvoX_dver_1_2,                                                *,		150,		50
		LancerEvoX_dver_2_1,                                                *,		150,		50
		LancerEvoX_dver_2_2,                                                *,		150,		50
		LancerEvoX_kapot,                                                   *,		150,		50
		LancerEvoX_bagazhnik,												*,		150,		50
		BusPsychoWheel_offroad,                                             *,		150,		50
		BusPsycho_driver,                                                   *,		150,		50
		BMWm4Psycho_trunk_green,                                            *,		150,		50
		BMWm4Psycho_hood_green,                                             *,		150,		50
		BMWm4Psycho_codriver_green,                                         *,		150,		50
		BMWm4Psycho_driver_green,                                           *,		150,		50
		BMWm4Psycho_trunk_pink,                                             *,		150,		50
		BMWm4Psycho_hood_pink,                                              *,		150,		50
		BMWm4Psycho_codriver_pink,                                          *,		150,		50
		BMWm4Psycho_driver_pink,                                            *,		150,		50
		BMWm4Psycho_trunk_black,                                            *,		150,		50
		BMWm4Psycho_hood_black,                                             *,		150,		50
		BMWm4Psycho_codriver_black,                                         *,		150,		50
		BMWm4Psycho_driver_black,                                           *,		150,		50
		BMWm4Psycho_trunk,                                                  *,		150,		50
		BMWm4Psycho_hood,                                                   *,		150,		50
		BMWm4Psycho_codriver,                                               *,		150,		50
		BMWm4Psycho_driver,                                                 *,		150,		50
		BMWm4PsychoWheel_offroad,											*,		150,		50
		GurkhaPsycho_driver,                                                *,		150,		50
		GurkhaPsycho_codriver,                                              *,		150,		50
		GurkhaPsycho_cargo1,                                                *,		150,		50
		GurkhaPsycho_cargo2,                                                *,		150,		50
		GurkhaPsycho_trunk,                                                 *,		150,		50
		GurkhaPsycho_driver_black,                                          *,		150,		50
		GurkhaPsycho_codriver_black,                                        *,		150,		50
		GurkhaPsycho_cargo1_black,                                          *,		150,		50
		GurkhaPsycho_cargo2_black,                                          *,		150,		50
		GurkhaPsycho_trunk_black,                                           *,		150,		50
		GurkhaPsycho_driver_green,                                          *,		150,		50
		GurkhaPsycho_codriver_green,                                        *,		150,		50
		GurkhaPsycho_cargo1_green,                                          *,		150,		50
		GurkhaPsycho_cargo2_green,                                          *,		150,		50
		GurkhaPsycho_trunk_green,                                           *,		150,		50
		GurkhaPsycho_driver_pink,                                           *,		150,		50
		GurkhaPsycho_codriver_pink,                                         *,		150,		50
		GurkhaPsycho_cargo1_pink,                                           *,		150,		50
		GurkhaPsycho_cargo2_pink,                                           *,		150,		50
		GurkhaPsycho_trunk_pink,                                            *,		150,		50
		GurkhaPsychoWheel_offroad,                                          *,		150,		50
		BroncoOff86_kapot,                                                  *,		150,		50
		BroncoOff86_dver_1_1,                                               *,		150,		50
		BroncoOff86_dver_2_1,                                               *,		150,		50
		BroncoOff86_koleso,                                                 *,		150,		50
		ChevyTahoe08_koleso,                                                *,		150,		50
		ChevyTahoe08_dver_1_1,                                              *,		150,		50
		ChevyTahoe08_dver_2_1,                                              *,		150,		50
		ChevyTahoe08_dver_1_1_Police,                                       *,		150,		50
		ChevyTahoe08_dver_2_1_Police,                                       *,		150,		50
		ChevyTahoe08_dver_1_2,                                              *,		150,		50
		ChevyTahoe08_dver_2_2,                                              *,		150,		50
		ChevyTahoe08_kapot,                                                 *,		150,		50
		ChevyTahoe08_bagazhnik,												*,		150,		50
		f150PsychoWheel_offroad,                                            *,		150,		50
		f150PsychoWheel_offroad_big,										*,		150,		50
		f150Psycho_driver,                                                  *,		150,		50
		f150Psycho_codriver,                                                *,		150,		50
		f150Psycho_cargo1,                                                  *,		150,		50
		f150Psycho_cargo2,                                                  *,		150,		50
		f150Psycho_hood,                                                    *,		150,		50
		f150Psycho_trunk,                                                   *,		150,		50
		f150Psycho_driver_black,                                            *,		150,		50
		f150Psycho_codriver_black,                                          *,		150,		50
		f150Psycho_cargo1_black,                                            *,		150,		50
		f150Psycho_cargo2_black,                                            *,		150,		50
		f150Psycho_hood_black,                                              *,		150,		50
		f150Psycho_trunk_black,                                             *,		150,		50
		f150Psycho_driver_pink,                                             *,		150,		50
		f150Psycho_codriver_pink,                                           *,		150,		50
		f150Psycho_cargo1_pink,                                             *,		150,		50
		f150Psycho_cargo2_pink,                                             *,		150,		50
		f150Psycho_hood_pink,                                               *,		150,		50
		f150Psycho_trunk_pink,                                              *,		150,		50
		f150Psycho_driver_green,                                            *,		150,		50
		f150Psycho_codriver_green,                                          *,		150,		50
		f150Psycho_cargo1_green,                                            *,		150,		50
		f150Psycho_cargo2_green,                                            *,		150,		50
		f150Psycho_hood_green,                                              *,		150,		50
		f150Psycho_trunk_green,                                             *,		150,		50
		ChargerPsycho_driver,                                               *,		150,		50
		ChargerPsycho_codriver,                                             *,		150,		50
		ChargerPsycho_hood,                                                 *,		150,		50
		ChargerPsycho_trunk,                                                *,		150,		50
		ChargerPsycho_offroad,                                              *,		150,		50
		ChargerPsychoWheel_offroad,											*,		150,		50
		MRAPPsycho_driver,                                                  *,		150,		50
		MRAPPsycho_codriver,                                                *,		150,		50
		MRAPPsycho_cargo1,                                                  *,		150,		50
		MRAPPsycho_cargo2,                                                  *,		150,		50
		MRAPPsycho_driver_black,                                            *,		150,		50
		MRAPPsycho_codriver_black,                                          *,		150,		50
		MRAPPsycho_cargo1_black,                                            *,		150,		50
		MRAPPsycho_cargo2_black,                                            *,		150,		50
		MRAPPsycho_driver_green,                                            *,		150,		50
		MRAPPsycho_codriver_green,                                          *,		150,		50
		MRAPPsycho_cargo1_green,                                            *,		150,		50
		MRAPPsycho_cargo2_green,                                            *,		150,		50
		MRAPPsychoWheel_offroad,                                            *,		150,		50
		humveePsycho_driver,                                                *,		150,		50
		humveePsycho_codriver,                                              *,		150,		50
		humveePsycho_cargo1,                                                *,		150,		50
		humveePsycho_cargo2,                                                *,		150,		50
